"index","label","fileName","relativePath","kind","width","height","brightness","saturation","edge","sizeMB"
"90","090 F-0094","Sonia-Stephen-Upstate-Vintage-Theater-Indian-Wedding-Meadowlark-Stills-Lawrence-Braun-2017-Spring-0094.jpg","Sonia-Stephen-Upstate-Vintage-Theater-Indian-Wedding-Meadowlark-Stills-Lawrence-Braun-2017-Spring-0094.jpg","full-export","3088","2048","51.23","39.45","19.76","1.596"
"91","091 F-0095","Sonia-Stephen-Upstate-Vintage-Theater-Indian-Wedding-Meadowlark-Stills-Lawrence-Braun-2017-Spring-0095.jpg","Sonia-Stephen-Upstate-Vintage-Theater-Indian-Wedding-Meadowlark-Stills-Lawrence-Braun-2017-Spring-0095.jpg","full-export","3088","2048","72.21","33.36","24.7","1.639"
"92","092 F-0096","Sonia-Stephen-Upstate-Vintage-Theater-Indian-Wedding-Meadowlark-Stills-Lawrence-Braun-2017-Spring-0096.jpg","Sonia-Stephen-Upstate-Vintage-Theater-Indian-Wedding-Meadowlark-Stills-Lawrence-Braun-2017-Spring-0096.jpg","full-export","3088","2048","36.61","32.12","22.64","1.298"
"93","093 F-0097","Sonia-Stephen-Upstate-Vintage-Theater-Indian-Wedding-Meadowlark-Stills-Lawrence-Braun-2017-Spring-0097.jpg","Sonia-Stephen-Upstate-Vintage-Theater-Indian-Wedding-Meadowlark-Stills-Lawrence-Braun-2017-Spring-0097.jpg","full-export","3088","2048","59.83","65.84","29.47","1.48"
"94","094 F-0001","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0001.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0001.jpg","full-export","2403","3600","127.35","11.77","20.76","2.507"
"95","095 F-0002","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0002.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0002.jpg","full-export","3600","2403","107.22","11.71","19.57","1.832"
"96","096 F-0003","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0003.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0003.jpg","full-export","3600","2403","160.97","33.26","19.5","1.598"
"97","097 F-0004","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0004.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0004.jpg","full-export","3600","2403","144.38","52.83","23.37","1.716"
"98","098 F-0005","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0005.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0005.jpg","full-export","3600","2403","119.32","52.23","32.79","2.061"
"99","099 F-0006","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0006.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0006.jpg","full-export","3600","2403","105","0","39.77","1.747"
"100","100 F-0007","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0007.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0007.jpg","full-export","3600","2403","102.85","53.03","35.85","2.251"
"101","101 F-0008","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0008.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0008.jpg","full-export","3600","2403","117.54","57","36.98","2.308"
"102","102 F-0009","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0009.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0009.jpg","full-export","3600","2403","105.6","46.64","26.72","2.203"
"103","103 F-0010","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0010.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0010.jpg","full-export","3600","2403","115.89","50.87","25.09","2.206"
"104","104 F-0011","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0011.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0011.jpg","full-export","2403","3600","69.29","40.03","19.01","2.403"
"105","105 F-0012","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0012.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0012.jpg","full-export","2403","3600","122.62","59.83","18.46","2.563"
"106","106 F-0013","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0013.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0013.jpg","full-export","3600","2403","101.6","59","22.57","3.082"
"107","107 F-0014","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0014.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0014.jpg","full-export","3600","2403","44.91","32.59","9.38","2.27"
"108","108 F-0015","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0015.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0015.jpg","full-export","3600","2403","118.81","40.8","24.71","1.975"
"109","109 F-0016","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0016.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0016.jpg","full-export","2403","3600","152.24","45.63","14.51","1.996"
"110","110 F-0017","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0017.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0017.jpg","full-export","3600","2403","159.72","0","19.87","1.337"
"111","111 F-0018","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0018.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0018.jpg","full-export","3600","2403","71.92","41.74","30.59","2.08"
"112","112 F-0019","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0019.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0019.jpg","full-export","2403","3600","98.37","0","21.95","1.706"
"113","113 F-0020","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0020.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0020.jpg","full-export","3600","2403","101.7","69.04","31.27","2.268"
"114","114 F-0021","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0021.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0021.jpg","full-export","3600","2403","96.68","52.77","25.78","2.482"
"115","115 F-0022","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0022.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0022.jpg","full-export","3600","2403","88.41","0","28.04","1.507"
"116","116 F-0023","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0023.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0023.jpg","full-export","3085","3600","135.28","43","24.51","2.715"
"117","117 F-0027","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0027.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0027.jpg","full-export","3600","2403","128.67","0","34.91","1.215"
"118","118 F-0030","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0030.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0030.jpg","full-export","2403","3600","131.89","0","15.26","0.679"
"119","119 F-0031","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0031.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0031.jpg","full-export","2403","3600","131.16","0","14.87","0.768"
"120","120 F-0032","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0032.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0032.jpg","full-export","2403","3600","134.97","37.93","14.28","1.072"
"121","121 F-0034","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0034.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0034.jpg","full-export","2403","3600","96.5","46.68","22.13","1.077"
"122","122 F-0037","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0037.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0037.jpg","full-export","2403","3600","114.9","44.72","18.06","2.519"
"123","123 F-0039","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0039.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0039.jpg","full-export","3600","2403","126.61","24.54","14.11","1.874"
"124","124 F-0040","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0040.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0040.jpg","full-export","2403","3600","116.13","41.07","18.3","2.079"
"125","125 F-0041","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0041.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0041.jpg","full-export","2403","3600","140.43","39.94","17.76","2.138"
"126","126 F-0042","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0042.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0042.jpg","full-export","2403","3600","121.57","50.4","20.19","2.383"
"127","127 F-0048","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0048.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0048.jpg","full-export","3600","2403","76.07","0","28.86","2.244"
"128","128 F-0049","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0049.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0049.jpg","full-export","3600","2403","160.14","0","20.81","1.492"
"129","129 F-0050","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0050.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0050.jpg","full-export","2403","3600","116.31","109.3","13.98","2.344"
"130","130 F-0051","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0051.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0051.jpg","full-export","2403","3600","126.25","105.01","17.57","2.415"
"131","131 F-0052","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0052.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0052.jpg","full-export","2403","3600","113.67","0","24.09","1.628"
"132","132 F-0053","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0053.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0053.jpg","full-export","3600","2403","92.95","0","27.75","1.587"
"133","133 F-0054","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0054.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0054.jpg","full-export","3600","2403","142.88","88.63","18.03","2.282"
"134","134 F-0055","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0055.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0055.jpg","full-export","3600","2403","115.11","68.08","28.93","2.501"
"135","135 F-0056","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0056.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0056.jpg","full-export","3600","2403","131.3","60.86","26.93","2.359"
"136","136 F-0057","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0057.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0057.jpg","full-export","2403","3600","147.92","71.31","21.25","2.197"
"137","137 F-0058","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0058.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0058.jpg","full-export","2403","3600","143.2","60.48","20.01","2.195"
"138","138 F-0059","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0059.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0059.jpg","full-export","3600","2403","124.73","58.39","30.35","2.266"
"139","139 F-0060","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0060.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0060.jpg","full-export","3600","2403","111.92","0","29.29","1.653"
"140","140 F-0061","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0061.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0061.jpg","full-export","3600","2403","121.5","66.47","31.36","2.34"
"141","141 F-0062","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0062.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0062.jpg","full-export","2403","3600","114.17","64.81","24.9","2.722"
"142","142 F-0063","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0063.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0063.jpg","full-export","3600","2403","78.59","0","22.17","1.536"
"143","143 F-0064","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0064.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0064.jpg","full-export","3600","2403","104.55","52.45","23.87","2.466"
"144","144 F-0065","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0065.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0065.jpg","full-export","3600","2403","85.05","38.16","22","2.446"
"145","145 F-0066","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0066.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0066.jpg","full-export","3600","2403","83.74","37.83","19.78","2.249"
"146","146 F-0067","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0067.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0067.jpg","full-export","3600","2403","104.38","39.16","18.91","2.246"
"147","147 F-0068","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0068.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0068.jpg","full-export","3600","2403","93.97","42.69","21.44","2.34"
"148","148 F-0069","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0069.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0069.jpg","full-export","3600","2403","94.55","30.95","25.62","2.874"
"149","149 F-0070","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0070.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0070.jpg","full-export","3600","2403","102.83","0","29.08","2.749"
"150","150 F-0071","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0071.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0071.jpg","full-export","3600","2403","113.74","55.46","30.14","2.951"
"151","151 F-0072","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0072.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0072.jpg","full-export","3600","2403","122.82","56.2","29.05","2.426"
"152","152 F-0073","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0073.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0073.jpg","full-export","3600","2403","120.53","0","31.35","1.771"
"153","153 F-0074","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0074.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0074.jpg","full-export","2403","3600","147.01","0","20.45","1.481"
"154","154 F-0075","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0075.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0075.jpg","full-export","2403","3600","106.24","65.95","21.74","2.561"
"155","155 F-0076","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0076.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0076.jpg","full-export","2403","3600","105.38","0","24","1.695"
"156","156 F-0077","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0077.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0077.jpg","full-export","2403","3600","102.67","70.9","21.5","2.217"
"157","157 F-0079","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0079.jpg","Sonie-Stephen-Upstate-Syracuse-Historic-Theater-Indian-Wedding-2017-SPring-meadowlarkstills-lawrence-braun-0079.jpg","full-export","3600","2403","131.84","48.71","36.27","2.28"
